id,authors,editorial,title
2016_v11i2_10.1007_s11412-016-9233-7_Cultural_ways_of_constructing_knowledge_the_role_of_identities_in_online_group_discussions,Murat Oztok,,Cultural ways of constructing knowledge: the role of identities in online group discussions
2020_v15i3_10.1007_s11412-020-09327-1_Data_wrangling_practices_and_collaborative_interactions_with_aggregated_data,Shiyan Jiang & Jennifer Kahn,,Data wrangling practices and collaborative interactions with aggregated data
2017_v12i1_10.1007_s11412-017-9249-7_DCLM_framework_understanding_collaboration_in_open-ended_tabletop_learning_environments,Matthew Berland & Leilah Lyons & Mike Tissenbaum,,DCLM framework: understanding collaboration in open-ended tabletop learning environments
ijCSCL_2_2_3,Marc Stadtler & Rainer Bromme,,Dealing with multiple documents on the WWW: The role of metacognition in the formation of documents models
2021_v16i3_10.1007_s11412-021-09351-9_Deconstructing_orchestration_load_comparing_teacher_support_through_mirroring_and_guiding,Ishari Amarasinghe & Davinia Hernandez-Leo & H. Ulrich Hoppe,,Deconstructing orchestration load: comparing teacher support through mirroring and guiding
2019_v14i2_10.1007_s11412-019-09304-3_Deliberative_emotional_talk,Benzi Slakmon & Baruch B. Schwarz,,Deliberative emotional talk
ijCSCL_6_2_6,Erin Walker & Nikol Rummel & Kenneth R. Koedinger,,Designing automated adaptive support to improve student helping behaviors in a peer tutoring activity
2017_v12i4_10.1007_s11412-017-9264-8_Developing_amp_using_interaction_geography_in_a_museum,Ben Rydal Shapiro & Rogers P. Hall & David A. Owens,,Developing & using interaction geography in a museum
manifest:10.1007/s11412-017-9264-8,,,Developing &amp; using interaction geography in a museum
2018_v13i4_10.1007_s11412-018-9291-0_Developing_understanding_beyond_the_given_knowledge_and_new_methodologies_for_analyses_in_,Sten Ludvigsen & Ulrike Cress & Carolyn P. Rose & Nancy Law & Gerry Stahl,editorial,Developing understanding beyond the given knowledge and new methodologies for analyses in CSCL
ijCSCL_9_2_0,Gerry Stahl & Ulrike Cress & Sten Ludvigsen & Nancy Law,editorial,Dialogic foundations of CSCL
2020_v15i3_10.1007_s11412-020-09328-0_Dialogic_intervisualizing_in_multimodal_inquiry,Cindy E. Hmelo-Silver & Lap Ki Chan & Judith L. Green & Susan M. Bridges & Asmalina Saleh,,Dialogic intervisualizing in multimodal inquiry
ijCSCL_8_3_5,M. Beatrice Ligorio & Fedela Feldia Loperfido & Nadia Sansone,,Dialogical positions as a method of understanding identity trajectories in a collaborative blended university course
manifest:10.1007/s11412-024-09420-9,,,Dialogues across time and space in a video-based collaborative learning environment
2024_v19i2_10.1007_s11412-024-09420-9_Dialogues_across_time_and_space_in_a_video-based_collaborative_learning_environment,Charlotte Beal & Rolf Steier,,Dialogues across time and space in a video‑based collaborative learning environment
ijCSCL_9_4_2,Emma M. Mercier & Steven E. Higgins & Laura da Costa,,Different leaders: Emergent organizational and intellectual leadership in children’s collaborative learning groups
2018_v13i2_10.1007_s11412-018-9280-3_Different_technologies_methodologies_and_epistemologiesis_CSCL_a_community_or_communities,Nancy Law & Carolyn P. Rose & Ulrike Cress & Sten Ludvigsen,editorial,"Different technologies, methodologies and epistemologies—is CSCL a community or communities?"
2025_v20i2_10.1007_s11412-024-09438-z_Disagreeing_softly_Supporting_students_in_managing_disagreement_in_peer_critique,Jinzhi Zhou & Cindy E. Hmelo-Silver & Zach Ryan & Christina Stiso & Danielle Murphy & Joshua Danish & Clark A. Chinn & Ravit Golan Duncan,,Disagreeing softly: Supporting students in managing disagreement in peer critique
ijCSCL_9_2_2,Benzi Slakmon & Baruch B. Schwarz,,Disengaged students and dialogic learning: the role of CSCL affordances
ijCSCL_4_3_2,Jan van Aalst,,"Distinguishing knowledge-sharing, knowledge- construction, and knowledge-creation discourses"
ijCSCL_5_2_4,Julia Gressick & Sharon J. Derry,,Distributed leadership in online groups
2020_v15i1_10.1007_s11412-020-09315-5_Distributed_spatial_Sensemaking_on_the_augmented_reality_sandbox,Yotam Hod & Daniel Twersky,,Distributed spatial Sensemaking on the augmented reality sandbox
2017_v12i3_10.1007_s11412-017-9265-7_Divisive_or_facilitative_The_two_faces_of_technology_in_CSCL,Carolyn P. Rose & Sten Ludvigsen & Nancy Law & Ulrike Cress & Gerry Stahl,editorial,Divisive or facilitative: The two faces of technology in CSCL
2020_v15i2_10.1007_s11412-020-09320-8_Does_collaborative_learning_design_align_with_enactment_An_innovative_method_of_evaluating_the_alignment_in_the_CSCL_con,Lanqin Zheng & Panpan Cui,,Does collaborative learning design align with enactment? An innovative method of evaluating the alignment in the CSCL context
manifest:10.1007/s11412-023-09401-4,,,Does matching peers at finer-grained levels of prior performance enhance gains in task performance from peer review?
2023_v18i3_10.1007_s11412-023-09401-4_Does_matching_peers_at_finer-grained_levels_of_prior_performance_enhance_gains_in_task_performance_from_peer_review,Zheng Zong & Christian D. Schunn,,Does matching peers at finer‑grained levels of prior performance enhance gains in task performance from peer review?
ijCSCL_4_4_2,David Birchfield & Colleen Megowan-Romanowicz,,Earth science learning in SMALLab: A design experiment for mixed reality
2026_v21i1_10.1007_s11412-026-09471-0_Editorial_notes_Collaboration_feedback_and_dynamics,Michael J. Baker & Peter Reimann,editorial,"Editorial notes: Collaboration, feedback and dynamics"
2025_v20i2_10.1007_s11412-025-09449-4_Editorial_notes_Core_issues_in_CSCL_research,Michael Baker & Peter Reimann,editorial,Editorial notes: Core issues in CSCL research
2025_v20i3_10.1007_s11412-025-09455-6_Editorial_notes_Extending_perennial_topics_in_CSCL,Michael Baker & Peter Reimann,editorial,Editorial notes: Extending perennial topics in CSCL
2025_v20i4_10.1007_s11412-025-09462-7_Editorial_notes_Mechanisms_as_a_unifying_construct_for_CSCL_research,Peter Reimann & Michael J. Baker,editorial,Editorial notes: Mechanisms as a unifying construct for CSCL research
2024_v19i2_10.1007_s11412-024-09428-1_Editorial_notes_on_dialogues_and_sequences,Michael Baker & Peter Reimann,editorial,Editorial notes: on dialogues and sequences
2024_v19i4_10.1007_s11412-024-09440-5_Editorial_Notes_Revitalising_foundational_concepts,Michael Baker & Peter Reimann,editorial,Editorial Notes: Revitalising foundational concepts
2026_v21i2_10.1007_s11412-026-09485-8_Editorial_Notes_the_CSCL_universe_is_still_expanding,Michael J. Baker & Peter Reimann,editorial,Editorial Notes: the CSCL universe is still expanding
2025_v20i1_10.1007_s11412-025-09444-9_Editorial_notes_Unity_in_diversity_at_the_CSCL_crossroads,Michael Baker & Peter Reimann,editorial,Editorial notes: Unity in diversity at the CSCL crossroads
2023_v18i1_10.1007_s11412-023-09389-x_Editorial_Nine_elements_for_robust_collaborative_learning_analytics_A_constructive_collabo,Alyssa Friend Wise & Carolyn Rose & Sanna Jarvela,editorial,Editorial: Nine elements for robust collaborative learning analytics: A constructive collaborative critique
2021_v16i4_10.1007_s11412-021-09359-1_Educational_dialogues_and_computer_supported_collaborative_learning_critical_analysis_and_research_perspectives,Michael J. Baker & Baruch B. Schwarz & Sten R. Ludvigsen,,Educational dialogues and computer supported collaborative learning: critical analysis and research perspectives
manifest:10.1007/s11412-024-09418-3,,,Effects of group awareness support in CSCL on students’ learning performance: A three-level meta-analysis
2024_v19i1_10.1007_s11412-024-09418-3_Effects_of_group_awareness_support_in_CSCL_on_students_learning_performance_A_three-level_meta-analysis,Dengkang Chen & Yi Zhang & Heng Luo & Zhifang Zhu & Jingsi Ma & Yuru Lin,,Effects of group awareness support in CSCL on students’ learning performance: A three‑level meta‑analysis
ijCSCL_1_4_3,Lynn Clouder & Jayne Dalley & Julian Hargreaves & Sally Parkes & Julie Sellars & Jane Toms,,Electronic [re]constitution of groups: Group dynamics from face-to-face to an online setting
2024_v19i4_10.1007_s11412-024-09432-5_Emergent_group_understanding_Investigating_intersubjectivity_in_sociotechnical_interdepend,Anders I. Mørch & Renate Andersen & Siv Eie & Louise Mifsud,,Emergent group understanding: Investigating intersubjectivity in sociotechnical interdependencies
2022_v17i4_10.1007_s11412-022-09379-5_Emotion_expression_and_recognition_in_written_digital_discussions_on_Civic_Issues,Benzi Slakmon & Omer Keynan & Orly Shapira,,Emotion expression and recognition in written digital discussions on Civic Issues
2020_v15i3_10.1007_s11412-020-09326-2_Encouraging_collaboration_and_building_Community_in_Online_Asynchronous_Professional_Development_designing_for_social_ca,Susan A. Yoon & Katherine Miller & Thomas Richman & Daniel Wendel & Ilana Schoenfeld & Emma Anderson & Jooeun Shim,,Encouraging collaboration and building Community in Online Asynchronous Professional Development: designing for social capital
ijCSCL_8_1_5,Evren Eryilmaz & Jakko van der Pol & Terry Ryan & Philip Martin Clark & Justin Mary,,Enhancing student knowledge acquisition from online learning conversations
2023_v18i3_10.1007_s11412-023-09408-x_Enhancing_student_learning_and_achievement_through_orchestration_of_group_processes_and_gr,Carolyn P. Rose & Sanna Jarvela,editorial,Enhancing student learning and achievement through orchestration of group processes and group composition
2025_v20i3_10.1007_s11412-024-09443-2_Enhancing_students_dialogic_reflection_through_classroom_discourse_visualisation,Pengjin Wang & Fan Chen & Deliang Wang & Gaowei Chen,,Enhancing students’ dialogic reflection through classroom discourse visualisation
ijCSCL_7_1_0,Gerry Stahl,editorial,Ethnomethodologically informed
manifest:10.1007/s11412-022-09380-y,,,Evolution of the academic emotions of academically low-achieving students in knowledge building
2022_v17i4_10.1007_s11412-022-09380-y_Evolution_of_the_academic_emotions_of_academically_low-achieving_students_in_knowledge_bui,Yuqin Yang & Gaoxia Zhu & Carol K. K. Chan,,Evolution of the academic emotions of academically low‑achieving students in knowledge building
2017_v12i1_10.1007_s11412-017-9252-z_Experiences_appearances_and_interprofessional_training_The_instructional_use_of_video_in_p,Oskar Lindwall & Hans Rystedt & Elin Johansson,,"Experiences, appearances, and interprofessional training: The instructional use of video in post-simulation debriefings"
2020_v15i1_10.1007_s11412-020-09319-1_Experiencing_CSCL_from_motivation_to_the_embodied_experience_and_beyond,Carolyn Rose & Sanna Jarvela & Sten Ludvigsen,editorial,Experiencing CSCL: from motivation to the embodied experience and beyond
ijCSCL_9_1_4,Iassen Halatchliyski & Johannes Moskaliuk & Joachim Kimmerle & Ulrike Cress,,Explaining authors’ contribution to pivotal artifacts during mass collaboration in the Wikipedia’s knowledge base
ijCSCL_3_3_0,Gerry Stahl & Friedrich Hesse,editorial,Explorations of participation in discourse
2018_v13i1_10.1007_s11412-018-9269-y_Exploring_college_English_language_learners_self_and_social_regulation_of_learning_during_wiki-supported_collaborative_r,You Su & Yanyan Li & Hening Hu & Carolyn P. Rose,,Exploring college English language learners’ self and social regulation of learning during wiki-supported collaborative reading activities
ijCSCL_6_1_4,Zi-gang Ge,,Exploring e-learners’ perceptions of net-based peer-reviewed English writing
ijCSCL_3_4_3,Brian C. Nelson & Diane Jass Ketelhut,,Exploring embedded guidance and self-efficacy in educational multi-user virtual environments
ijCSCL_4_2_4,Hanni Muukkonen & Minna Lakkala,,Exploring metaskills of knowledge-creating inquiry in higher education
2021_v16i1_10.1007_s11412-021-09342-w_Exploring_multilayered_collaboration_designs,Nancy Law & Sanna Jarvela & Carolyn Rose,editorial,Exploring multilayered collaboration designs
2024_v19i1_10.1007_s11412-023-09413-0_Exploring_students_immersive_VR_experiences_as_resources_for_collaborative_meaning_making_,Kenneth Silseth & Rolf Steier & Hans Christian Arnseth,,Exploring students’ immersive VR experiences as resources for collaborative meaning making and learning
manifest:10.1007/s11412-023-09394-0,,,"Exploring the impact of chat-based collaborative activities and SRL-focused interventions on students’ self-regulation profiles, participation in collaborative activities, retention, and learning in MOOCs"
2023_v18i3_10.1007_s11412-023-09394-0_Exploring_the_impact_of_chat-based_collaborative_activities_and_SRL-focused_interventions_,Georgios Psathas & Stergios Tegos & Stavros N. Demetriadis & Thrasyvoulos Tsiatsos,,"Exploring the impact of chat‑based collaborative activities and SRL‑focused interventions on students’ self‑regulation profiles, participation in collaborative activities, retention, and learning in MOOCs"
2016_v11i1_10.1007_s11412-016-9228-4_Exploring_the_relationship_between_resistance_and_perspectival_understanding_in_computer-mediated_discussions,SoonAh Lee & Kwangok Song,,Exploring the relationship between resistance and perspectival understanding in computer-mediated discussions
ijCSCL_5_1_3,Eva Mary Bures & Philip C. Abrami & Richard F. Schmid,,Exploring whether students’ use of labelling depends upon the type of activity
manifest:10.1007/s11412-023-09396-y,,,Facilitated model-based reasoning in immersive virtual reality: Meaning-making and embodied interactions with dynamic processes
2023_v18i2_10.1007_s11412-023-09396-y_Facilitated_model-based_reasoning_in_immersive_virtual_reality_Meaning-making_and_embodied_interactions_with_dynamic_pro,Michelle Lui & Kit-Ying Angela Chong & Martha Mullally & Rhonda McEwen,,Facilitated model‑based reasoning in immersive virtual reality: Meaning‑making and embodied interactions with dynamic processes
ijCSCL_2_4_3,Karsten Stegmann & Armin Weinberger & Frank Fischer,,Facilitating argumentative knowledge construction with computer-supported collaboration scripts
ijCSCL_8_2_2,Omid Noroozi & Stephanie D. Teasley & Harm J. A. Biemans & Armin Weinberger & Martin Mulder,,Facilitating learning in multidisciplinary groups with transactive CSCL scripts
2017_v12i3_10.1007_s11412-017-9259-5_Facilitating_socio-cognitive_and_socio-emotional_monitoring_in_collaborative_learning_with_a_regulation_macro_script__an,Jaana Isohatala & Sanna Jarvela & Piia Naykki & Johanna Poysa-Tarhonen & Paivi Hakkinen,,Facilitating socio-cognitive and socio-emotional monitoring in collaborative learning with a regulation macro script – an exploratory study
2020_v15i3_10.1007_s11412-020-09325-3_Finding_a_place_for_equity_in_CSCL_ambitious_learning_practices_as_a_lever_for_sustained_educational_change,Suraj Uttamchandani & Ayesha Bhimdiwala & Cindy E. Hmelo-Silver,,Finding a place for equity in CSCL: ambitious learning practices as a lever for sustained educational change
ijCSCL_10_2_3,Tuya Siqin & Jan van Aalst & Samuel Kai Wah Chu,,Fixed group and opportunistic collaboration in a CSCL environment
ijCSCL_1_3_0,Gerry Stahl & Friedrich Hesse,editorial,Focusing on participation in group meaning making
2018_v13i3_10.1007_s11412-018-9284-z_Forming_social_systems_by_coupling_minds_at_different_levels_of_cognition_Design_tools_and,U. Cress & G. Stahl & C. Rose & N. Law & S. Ludvigsen,editorial,"Forming social systems by coupling minds at different levels of cognition: Design, tools, and research methods"
2021_v16i2_10.1007_s11412-021-09348-4_Forms_of_collaboration_matters_CSCL_across_the_contexts,Sanna Jarvela & Carolyn Rose,editorial,Forms of collaboration matters: CSCL across the contexts
2023_v18i2_10.1007_s11412-023-09404-1_Fostering_collaborative_and_embodied_learning_with_extended_reality_Special_issue_introduc,Jacob Fortman & Rebecca Quintana,,Fostering collaborative and embodied learning
manifest:10.1007/s11412-023-09404-1,,,Fostering collaborative and embodied learning with extended reality: Special issue introduction
2022_v17i3_10.1007_s11412-022-09376-8_Fostering_growth_orientations_in_students_identities_as_knowledge_builders,Shiri Kashi & Yotam Hod,,Fostering growth orientations in students’ identities as knowledge builders
2023_v18i1_10.1007_s11412-023-09388-y_Fostering_regulatory_processes_using_computational_scaffolding,Leonardo Silva & Antonio Mendes & Anabela Gomes & Gabriel Fortes,,Fostering regulation of learning processes among programming students using computational scaffolding
manifest:10.1007/s11412-023-09388-y,,,Fostering regulatory processes using computational scaffolding
2017_v12i1_10.1007_s11412-017-9253-y_Fostering_targeted_group_practices_as_a_Core_focus_for_CSCL_task_and_technology_design,Nancy Law & Sten Ludvigsen & Ulrike Cress & Carolyn P. Rose,editorial,Fostering targeted group practices as a Core focus for CSCL task and technology design
2017_v12i2_10.1007_s11412-017-9257-7_Frameworks_for_mass_collaboration_adaptable_scripts_complex_systems_theory_and_collaborati,Sten Ludvigsen & Nancy Law & Carolyn P. Rose & Gerry Stahl,editorial,"Frameworks for mass collaboration, adaptable scripts, complex systems theory, and collaborative writing"
2018_v13i2_10.1007_s11412-018-9277-y_From_Cognitive_Load_Theory_to_Collaborative_Cognitive_Load_Theory,Paul A. Kirschner & John Sweller & Femke Kirschner & Jimmy Zambrano R,,From Cognitive Load Theory to Collaborative Cognitive Load Theory
ijCSCL_1_4_1,Noel Enyedy & Christopher M. Hoadley,,From dialogue to monologue and back: Middle spaces in computer-mediated learning
ijCSCL_10_1_0,Sten Ludvigsen & Gerry Stahl & Nancy Law & Ulrike Cress,editorial,From the editors: Collaboration and the formation of new knowledge artifacts
2017_v12i4_10.1007_s11412-017-9268-4_Future_direction_for_the_CSCL_field_Methodologies_and_eight_controversies,Sten Ludvigsen & Ulrike Cress & Nancy Law & Gerry Stahl & Carolyn P. Rose,editorial,Future direction for the CSCL field: Methodologies and eight controversies
ijCSCL_2_4_2,Giasemi N. Vavoula & Mike Sharples,,Future technology workshop: A collaborative method for the design of new learning technologies and activities
2016_v11i3_10.1007_s11412-016-9242-6_Future-looking_conversations_in_CSCL,Sten Ludvigsen & Ulrike Cress & Nancy Law & Carolyn P. Rose & Gerry Stahl,editorial,Future-looking conversations in CSCL
2020_v15i4_10.1007_s11412-020-09333-3_Gaze_awareness_and_metacognitive_suggestions_by_a_pedagogical_conversational_agent_an_expe,Yugo Hayashi,,Gaze awareness and metacognitive suggestions by a pedagogical conversational agent: an experimental investigation on interventions to support collaborative learning process and performance
ijCSCL_4_2_3,Norm Friesen,,Genre and CSCL: The form and rhetoric of the online posting
ijCSCL_2_2_0,Gerry Stahl & Friedrich Hesse,editorial,Gerry Stahl & Daniel D. Suthers & Friedrich Hesse
ijCSCL_2_1_0,Gerry Stahl & Friedrich Hesse,editorial,Gerry Stahl & Friedrich Hesse
ijCSCL_6_3_0,Gerry Stahl & Friedrich Hesse,editorial,Gerry Stahl & Friedrich W. Hesse & Nancy Law
manifest:10.1007/s11412-023-09398-w,,,Gesture-mediated collaboration with augmented reality headsets in a problem-based astronomy task
2023_v18i2_10.1007_s11412-023-09398-w_Gesture-mediated_collaboration_with_augmented_reality_headsets_in_a_problem-based_astronomy_task,James Planey & Robin Jephthah Rajarathinam & Emma Mercier & Robb Lindgren,,Gesture‑mediated collaboration with augmented reality headsets in a problem‑based astronomy task
2020_v15i4_10.1007_s11412-020-09332-4_Give_student_ideas_a_larger_stage_support_cross-community_interaction_for_knowledge_building,Guangji Yuan & Maria Bogouslavsky & Jianwei Zhang,,Give student ideas a larger stage: support cross-community interaction for knowledge building
2020_v15i1_10.1007_s11412-020-09316-4_Good_for_learning_bad_for_motivation_A_meta-analysis_on_the_effects_of_computer-supported_,Anika Radkowitsch & Freydis Vogel & Frank Fischer,,"Good for learning, bad for motivation? A meta-analysis on the effects of computer-supported collaboration scripts"
2022_v17i1_10.1007_s11412-022-09361-1_Group_awareness_and_regulation_in_computer-supported_collaborative_learning,Lenka Schnaubert & Daniel Bodemer,,Group awareness and regulation in
manifest:10.1007/s11412-022-09361-1,,,Group awareness and regulation in computer-supported collaborative learning
ijCSCL_3_1_5,Joachim Kimmerle & Ulrike Cress,,Group awareness and self-presentation in computer-supported information exchange
2016_v11i2_10.1007_s11412-016-9232-8_Group_emotions_the_social_and_cognitive_functions_of_emotions_in_argumentation,Claire Polo & Kristine Lund & Christian Plantin & Gerald P. Niccolai,,Group emotions: the social and cognitive functions of emotions in argumentation
2017_v12i1_10.1007_s11412-017-9251-0_Group_practices_a_new_way_of_viewing_CSCL,Gerry Stahl,,Group practices: a new way of viewing CSCL
ijCSCL_10_3_4,Monica Resendes & Marlene Scardamalia & Carl Bereiter & Bodong Chen & Cindy Halewood,,Group-level formative feedback and metadiscourse
manifest:10.1007/s11412-021-09347-5,,,Guidance in computer-supported collaborative inquiry learning: Capturing aspects of affect and teacher support in science classrooms
2021_v16i2_10.1007_s11412-021-09347-5_Guidance_in_computer-supported_collaborative_inquiry_learning_Capturing_aspects_of_affect_,Tarja Pietarinen & Tuire Palonen & Marja Vauras,,Guidance in computer‑supported collaborative inquiry learning: Capturing aspects of affect and teacher support in science classrooms
ijCSCL_6_4_5,Giulia Gelmini-Hornsby & Shaaron Ainsworth,,Guided reciprocal questioning to support children’s collaborative storytelling
2019_v14i3_10.1007_s11412-019-09298-y_Guiding_collaborative_revision_of_science_explanations,Libby Gerard & Ady Kidron,,Guiding collaborative revision of science explanations
ijCSCL_5_3_0,Gerry Stahl,editorial,Guiding group cognition in CSCL
2019_v14i1_10.1007_s11412-019-09297-z_Highlighting_tools_and_technologies_for_collaborative_learning,Carolyn P. Rose & Nancy Law & Ulrike Cress & Sten Ludvigsen,editorial,Highlighting tools and technologies for collaborative learning
manifest:10.1007/s11412-025-09453-8,,,How children blend feedback in a mixed-reality environment for collective embodied learning
2026_v21i1_10.1007_s11412-025-09453-8_How_children_blend_feedback_in_a_mixed-reality_environment_for_collective_embodied_learning,Sarah Jaewon Lee & Xintian Tu & Simeon Adebola & D. Teo Keifert & Noel Enyedy & Joshua Danish,,How children blend feedback in a mixed‑reality environment for collective embodied learning
ijCSCL_5_3_3,Tanja Engelmann & Friedrich W. Hesse,,How digital concept maps about the collaborators’ knowledge and information influence computer-supported collaborative problem solving
ijCSCL_2_2_7,Kristine Lund & Gaelle Molinari & Arnauld Sejourne & Michael Baker,,How do argumentation diagrams compare when student pairs use them as a means for debate or as a tool for representing debate?
2025_v20i2_10.1007_s11412-024-09441-4_How_do_new_ideas_come_to_be_adopted_during_discourse,Deanna Kuhn & Teresa Fraguada & Mariel Halpern,,How do new ideas come to be adopted during discourse?
manifest:10.1007/s11412-024-09442-3,,,How does collaborative task design shape collaborative knowledge construction and group-level regulation of learning? A study of secondary school students’ interactions in two varied tasks
2025_v20i2_10.1007_s11412-024-09442-3_How_does_collaborative_task_design_shape_collaborative_knowledge_construction_and_group-le,Kateryna Zabolotna & Liv Nøhr & Megumi Iwata & Daniel Spikol & Jonna Malmberg & Hanna Jarvenoja,,How does collaborative task design shape collaborative knowledge construction and group‑level regulation of learning? A study of secondary school students’ interactions in two varied tasks
ijCSCL_7_1_2,Ulrika Bennerstedt & Jonas Ivarsson & Jonas Linderoth,,How gamers manage aggression: Situating skills in collaborative computer games
ijCSCL_9_3_2,Maarten Overdijk & Wouter van Diggelen & Jerry Andriessen & Paul A. Kirschner,,How to bring a technical artifact into use: A micro-developmental perspective
2017_v12i3_10.1007_s11412-017-9260-z_How_to_combine_collaboration_scripts_and_heuristic_worked_examples_to_foster_mathematical_argumentation__when_working_me,Matthias Schwaighofer & Freydis Vogel & Ingo Kollar & Stefan Ufer & Anselm Strohmaier & Ilka Terwedow & Sarah Ottinger & Kristina Reiss,,How to combine collaboration scripts and heuristic worked examples to foster mathematical argumentation – when working memory matters
ijCSCL_7_2_4,Carmen Zahn & Karsten Krauskopf & Friedrich W. Hesse & Roy Pea,,How to improve collaborative learning with video tools in the classroom? Social vs. cognitive guidance for student teams
2017_v12i4_10.1007_s11412-017-9266-6_I_think_you_just_got_mixed_up_confident_peer_tutors_hedge_to_support_partners_face_needs,Justine Cassell & Amy Ogan & Michael Madaio,,I think you just got mixed up: confident peer tutors hedge to support partners’ face needs
manifest:10.1007/s11412-023-09400-5,,,"Identifying collaborative problem-solver profiles based on collaborative processing time, actions and skills on a computer-based task"
2023_v18i4_10.1007_s11412-023-09400-5_Identifying_collaborative_problem-solver_profiles_based_on_collaborative_processing_time_actions_and_skills_on_a_compute,Yue Ma & Huilin Zhang & Li Ni & Da Zhou,,"Identifying collaborative problem‑solver profiles based on collaborative processing time, actions and skills on a computer‑based task"
ijCSCL_6_3_2,Fengfeng Ke & Alicia F. Chavez & Pei-Ni L. Causarano & Antonio Causarano,,Identity presence and knowledge building: Joint emergence in online learning environments?
ijCSCL_1_1_0,Gerry Stahl & Friedrich Hesse,editorial,ijCSCL—a journal for research in CSCL
2019_v14i1_10.1007_s11412-019-09295-1_Imagining_with_improvised_representations_in_CSCL_environments,Magdalena Kersting & Kenneth Silseth & Rolf Steier,,Imagining with improvised representations in CSCL environments
2022_v17i3_10.1007_s11412-022-09377-7_Implementing_learning_analytics_in_wiki-supported_collaborative_learning_in_secondary_education_A_framework-motivated_em,Xiao Hu & Jeremy T. D. Ng & Samuel K. W. Chu,,Implementing learning analytics in wiki-supported collaborative learning in secondary education: A framework- motivated empirical study
manifest:10.1007/s11412-022-09377-7,,,Implementing learning analytics in wiki-supported collaborative learning in secondary education: A framework-motivated empirical study
2016_v11i4_10.1007_s11412-016-9243-5_Improving_collaborative_learning_in_the_classroom_Text_mining_based_grouping_and_representing,Daniel Bodemer & Melanie Erkens & H. Ulrich Hoppe,,Improving collaborative learning in the classroom: Text mining based grouping and representing
2021_v16i2_10.1007_s11412-021-09346-6_Improving_learning_and_writing_outcomes_Influence_of_cognitive_and_behavioral_group_awaren,Lisa Ollesch & Sven Heimbuch & Daniel Bodemer,,Improving learning and writing outcomes: Influence of cognitive and behavioral group awareness tools in wikis
2019_v14i1_10.1007_s11412-019-09296-0_Improving_the_quality_of_vocational_students_collaboration_and_knowledge_acquisition_throu,Judith ter Vrugte & Anjo Anjewierden & Lars Bollen & Elise H. Eshuis & Jakob Sikken & Ton de Jong,,Improving the quality of vocational students’ collaboration and knowledge acquisition through instruction and joint reflection
ijCSCL_8_3_4,Armin Weinberger & Miika Marttunen & Leena Laurinen,,Inducing socio-cognitive conflict in Finnish and German groups of online learners by CSCL script
2021_v16i2_10.1007_s11412-021-09345-7_Initiating_scientific_collaborations_across_career_levels_and_disciplines__a_network_analy,Julia Eberle & Karsten Stegmann & Alain Barrat & Frank Fischer & Kristine Lund,,Initiating scientific collaborations across career levels and disciplines – a network analysis on behavioral data
ijCSCL_7_2_3,Giuseppe Ritella & Kai Hakkarainen,,Instrumental genesis in technology-mediated learning: From double stimulation to expansive knowledge practices
2019_v14i1_10.1007_s11412-019-09294-2_Instrumental_genesis_in_the_design_studio,Lucila Carvalho & Roberto Martinez-Maldonado & Peter Goodyear,,Instrumental genesis in the design studio
2022_v17i1_10.1007_s11412-022-09362-0_Integrating_a_collaboration_script_and_group_awareness_to_support_group_regulation_and_emotions_towards_collaborative_pr,Matias Rojas & Miguel Nussbaum & Orlando Guerrero & Pablo Chiuminatto & Samuel Greiff & Rodrigo Del Rio & Danilo Alvares,,Integrating a collaboration script and group awareness to support group regulation and emotions towards collaborative problem solving
manifest:10.1007/s11412-022-09367-9,,,"Integrating collaboration scripts, group awareness, and self-regulation in computer-supported collaborative learning"
2022_v17i1_10.1007_s11412-022-09367-9_Integrating_collaboration_scripts_group_awareness_and_self-regulation_in_computer-supporte,Lenka Schnaubert & Freydis Vogel,,"Integrating collaboration scripts, group awareness, and self‑regulation in computer‑supported collaborative learning"
ijCSCL_6_4_1,Pierre Dillenbourg,,Interactive tabletops in education
ijCSCL_7_4_2,Markus Nivala & Hans Rystedt & Roger Saljo & Pauliina Kronqvist & Erno Lehtinen,,Interactive visual tools as triggers of collaborative reasoning in entry-level pathology
ijCSCL_6_4_3,Taciana Pontual Falcao & Sara Price,,Interfering and resolving: How tabletop interaction facilitates co-construction of argumentative knowledge
ijCSCL_2_1_4,Maarten de Laat & Vic Lally & Lasse Lipponen,,Investigating patterns of interaction in networked learning and
2019_v14i2_10.1007_s11412-019-09305-2_Investigating_the_complexity_of_computer-supported_collaborative_learning_in_action,U. Cress & C. P. Rose & N. Law & S. Ludvigsen,editorial,Investigating the complexity of
manifest:10.1007/s11412-019-09305-2,,,Investigating the complexity of computer-supported collaborative learning in action
2017_v12i3_10.1007_s11412-017-9263-9_Investigating_the_effects_of_peer_to_peer_prompts_on_collaborative_argumentation_consensus_and_perceived_efficacy_in_col,Owen M. Harney & Michael J. Hogan & Sarah Quinn,,"Investigating the effects of peer to peer prompts on collaborative argumentation, consensus and perceived efficacy in collaborative learning"
ijCSCL_10_4_2,Owen M. Harney & Michael J. Hogan & Benjamin Broome & Tony Hall & Cormac Ryan,,"Investigating the effects of prompts on argumentation style, consensus and perceived efficacy in collaborative learning"
