id,authors,editorial,title
2019_v14i3_10.1007_s11412-019-09307-0_It_is_not_either_or_An_initial_investigation_into_combining_collaborative_and_individual_learning_using_an_ITS,Nikol Rummel & Vincent Aleven & Jennifer K. Olsen,,It is not either or: An initial investigation into combining collaborative and individual learning using an ITS
2022_v17i3_10.1007_s11412-022-09374-w_iTalkiSee_A_participatory_visual_learning_analytical_tool_for_productive_peer_talk,Liru Hu & Jiajun Wu & Gaowei Chen,,iTalk–iSee: A participatory visual learning analytical tool for productive peer talk
2017_v12i2_10.1007_s11412-017-9256-8_Joint_interactions_in_large_online_knowledge_communities_The_A3C_framework,Ulrike Cress & Heisawn Jeong & Johannes Moskaliuk & Joachim Kimmerle,,Joint interactions in large online knowledge communities: The A3C framework
ijCSCL_1_4_2,Joan Moss & Ruth Beatty,,Knowledge building in mathematics: Supporting collaborative learning in pattern problems
2024_v19i3_10.1007_s11412-024-09427-2_Knowledge_creation_through_maker_practices_and_the_role_of_teacher_and_peer_support_in_col,Sini Davies & Pirita Seitamaa-Hakkarainen & Kai Hakkarainen,,Knowledge creation through maker practices and the role of teacher and peer support in collaborative invention projects
ijCSCL_1_2_4,Jun Oshima & Ritsuko Oshima & Isao Murayama & Shigenori Inagaki & Makiko Takenaka & Tomokazu Yamamoto & Etsuji Yamaguchi & Hayashi Nakayama,,Knowledge-building activity structures in Japanese elementary science pedagogy
2019_v14i2_10.1007_s11412-019-09302-5_Learners_agency_and_CSCL_technologies_towards_an_emancipatory_perspective,future of CSCL,,Learners’ agency and CSCL technologies: towards an emancipatory perspective
ijCSCL_8_1_1,Gerry Stahl,editorial,Learning across levels
2020_v15i1_10.1007_s11412-020-09317-3_Learning_in_embodied_activity_framework_a_sociocultural_framework_for_embodied_cognition,Joshua A. Danish & Noel Enyedy & Asmalina Saleh & Megan Humburg,,Learning in embodied activity framework: a sociocultural framework for embodied cognition
ijCSCL_7_3_1,Noel Enyedy & Joshua A. Danish & Girlie Delacruz & Melissa Kumar,,Learning physics through play in an augmented reality environment
ijCSCL_6_1_3,Suneeta A. Pathak & Beaumie Kim & Michael J. Jacobson & Baohui Zhang,,Learning the physics of electricity: A qualitative analysis of collaborative processes involved in productive failure
2018_v13i2_10.1007_s11412-018-9278-x_Learning_through_collaborative_design_of_location-based_games,Jo Dugstad Wake & Frode Guribye & Barbara Wasson,,Learning through collaborative design of location-based games
ijCSCL_4_1_4,Nikol Rummel & Hans Spada & Sabine Hauser,,Learning to collaborate while being scripted or by observing a model
2026_v21i1_10.1007_s11412-025-09460-9_Learning_to_deal_with_hate_speech_An_online_collective_intelligence_experiment_on_the_Coll,Tatiana Iniguez-Berrozpe & Carmen Elboj-Saso & Francesco Marcaletti,,Learning to deal with hate speech: An online collective intelligence experiment on the Collective Learning platform
ijCSCL_10_3_2,Baruch B. Schwarz & Reuma de Groot & Manolis Mavrikis & Toby Dragon,,Learning to learn together with CSCL tools
2018_v13i1_10.1007_s11412-018-9270-5_Learning_to_monitor_and_regulate_collective_thinking_processes,Yann Shiou Ong & Marcela Borge & Carolyn Penstein Rose,,Learning to monitor and regulate collective thinking processes
2024_v19i2_10.1007_s11412-024-09423-6_Learning_to_notice_collaboration_examining_the_impact_of_professional_development_on_mathe,Benzi Slakmon & Rotem Abdu,,Learning to notice collaboration: examining the impact of professional development on mathematics teachers’ enhanced awareness in CSCL settings
manifest:10.1007/s11412-023-09412-1,,,Learning within fiber-crafted algorithms: Posthumanist perspectives for capturing human-material collaboration
2024_v19i1_10.1007_s11412-023-09412-1_Learning_within_fiber-crafted_algorithms_Posthumanist_perspectives_for_capturing_human-mat,Anna Keune,,Learning within fiber‑crafted algorithms: Posthumanist perspectives for capturing human‑material collaboration
ijCSCL_6_2_0,Gerry Stahl & Friedrich Hesse,editorial,Let a hundred flowers bloom; let a hundred schools of thought contend
2018_v13i3_10.1007_s11412-018-9281-2_Leveraging_mobile_eye-trackers_to_capture_joint_visual_attention_in_co-located_collaborative_learning_groups,Kshitij Sharma & Bertrand Schneider & Sebastien Cuendet & Guillaume Zufferey & Pierre Dillenbourg & Roy Pea,,Leveraging mobile eye-trackers to capture joint visual attention in co-located collaborative learning groups
ijCSCL_3_4_1,David Hung & Kenneth Y. T. Lim & Der-Thanq Victor Chen & Thiam Seng Koh,,Leveraging online communities in fostering adaptive schools
2017_v12i2_10.1007_s11412-017-9255-9_Life_history_of_a_topic_in_an_online_discussion_a_complex_systems_theory_perspective_on_how_one_message_attracts_class_m,Jane S. Vogler & Diane L. Schallert & Michelle E. Jordan & Kwangok Song & Anke J. Z. Sanders & Yueh-hui Yan Te Chiang & Ji-Eun Lee & Jeongbin Hannah Park & Li-Tang Yu,,Life history of a topic in an online discussion: a complex systems theory perspective on how one message attracts class members to create meaning collaboratively
ijCSCL_7_1_6,Yangjie Song & Chee-Kit Looi,,"Linking teacher beliefs, practices and student inquiry-based learning in a CSCL environment: A tale of two teachers"
ijCSCL_7_1_1,Christian Greiffenhagen,,Making rounds: The routine work of the teacher during collaborative learning with computers
2021_v16i4_10.1007_s11412-021-09358-2_Many_are_the_ways_to_learn_identifying_multi-modal_behavioral_profiles_of_collaborative_le,Jauwairia Nasir & Aditi Kothiyal & Barbara Bruno,,Many are the ways to learn identifying multi-modal behavioral profiles of collaborative learning in constructivist activities
ijCSCL_8_2_4,Gahgene Gweon & Mahaveer Jain & John McDonough & Bhiksha Raj & Carolyn P. Rose,,Measuring prevalence of other-oriented transactive contributions using an automated measure of speech style accommodation
manifest:10.1007/s11412-025-09445-8,,,Measuring the quality of collaborative group engagement: Development and validation of the QCGE self-assessment scale (QCGE-SAS)
2025_v20i3_10.1007_s11412-025-09445-8_Measuring_the_quality_of_collaborative_group_engagement_Development_and_validation_of_the_,Loris T. Jeitziner & Lisa Paneth & Oliver Rack & Susanne Bleisch & Carmen Zahn,,Measuring the quality of collaborative group engagement: Development and validation of the QCGE self‑assessment scale (QCGE‑SAS)
manifest:10.1007/s11412-022-09382-w,,,Mediating and perspective-taking manipulatives: Fostering dynamic perspective-taking by mediating dialogic thinking and bolstering empathy in role-play and reflection for microteaching
2022_v17i4_10.1007_s11412-022-09382-w_Mediating_and_perspective-taking_manipulatives_Fostering_dynamic_perspective-taking_by_med,Toshio Mochizuki & Hiroshi Sasaki & Takehiro Wakimoto & Yoshihiko Kubota & Brendan Eagan & Ryoya Hirayama & Yuta Yamaguchi & Natsumi Yuki & Hideo Funaoi & Hideyuki Suzuki & Hiroshi Kato,,Mediating and perspective‑taking manipulatives: Fostering dynamic perspective‑taking by mediating dialogic thinking and bolstering empathy in role‑play and reflection for microteaching
manifest:10.1007/s11412-023-09399-9,,,Mobile augmented reality supporting families’ immersive collaborative learning: Learning-on-the-move for place-based geoscience sense-making
2023_v18i2_10.1007_s11412-023-09399-9_Mobile_augmented_reality_supporting_families_immersive_collaborative_learning_Learning-on-,Heather Toomey Zimmerman & Susan M. Land & Lillyanna Faimon & Yu-Chen Chiu,,Mobile augmented reality supporting families’ immersive collaborative learning: Learning‑on‑the‑move for place‑based geoscience sense‑making
2021_v16i4_10.1007_s11412-021-09356-4_Modelling_diffusion_in_computer-supported_collaborative_learning_a_large_scale_learning_an,Mohammed Saqr & Sonsoles Lopez-Pernas,,Modelling diffusion in computer-supported collaborative learning: a large scale learning analytics study
ijCSCL_5_2_1,Andri Ioannidou & Alexander Repenning & David Webb & Diane Keyser & Lisa Luhn & Christof Daetwyler,,Mr. Vetro: A Collective Simulation for teaching health science
ijCSCL_9_1_3,Katerine Bielaczyc & John Ow,,Multi-player epistemic games: Guiding the enactment of classroom knowledge-building communities
ijCSCL_6_4_2,Steven E. Higgins & Emma Mercier & Elizabeth Burd & Andrew Hatch,,Multi-touch tables and the relationship with collaborative classroom pedagogies: A synthetic review
2018_v13i1_10.1007_s11412-018-9274-1_Multiple_forms_of_regulation_and_coordination_across_levels_in_educational_settings,Sten Ludvigsen & Ulrike Cress & Nancy Law & Gerry Stahl & Carolyn P. Rose,editorial,Multiple forms of regulation and coordination across levels in educational settings
2021_v16i2_10.1007_s11412-021-09343-9_Net.Create_Network_Visualization_to_Support_Collaborative_Historical_Knowledge_Building,Kalani Craig & Joshua Danish & Megan Humburg & Cindy Hmelo-Silver & Maksymilian Szostalo & Ann McCranie,,Net.Create: Network Visualization to Support Collaborative Historical Knowledge Building
manifest:10.1007/s11412-022-09383-9,,,Novel CSCL design processes prompted by exploration of role-playing and emotions
2022_v17i4_10.1007_s11412-022-09383-9_Novel_CSCL_design_processes_prompted_by_exploration_of_role-playing_and_emotions,Sanna Jarvela & Carolyn P. Rose,editorial,Novel CSCL design processes prompted by exploration of role‑playing and emotions
ijCSCL_8_1_2,Magnus Hontvedt & Hans Christian Arnseth,,On the bridge to learn: Analysing the social organization of nautical instruction in a ship simulator
2018_v13i1_10.1007_s11412-018-9273-2_One_framework_to_rule_them_all_Carrying_forward_the_conversation_started_by_Wise_and_Schwarz,Nikol Rummel,,One framework to rule them all? Carrying forward the conversation started by Wise and Schwarz
ijCSCL_7_3_4,Mingzhu Qiu & Jim Hewitt,,"Online class size, note reading, note writing and collaborative discourse"
ijCSCL_5_3_1,Christa S. C. Asterhan,,Online moderation of synchronous e-argumentation
ijCSCL_3_2_5,Pierre Tchounikine,,Operationalizing macro-scripts in CSCL technological settings
2025_v20i4_10.1007_s11412-025-09452-9_Optimizing_group_formation_with_a_mixed_genetic_algorithm_an_empirical_study_in_active_rea,Changhao Liang & Yuko Toyokawa & Hiroaki Ogata,,Optimizing group formation with a mixed genetic algorithm: an empirical study in active reading using marker data
2018_v13i2_10.1007_s11412-018-9276-z_Orchestrating_the_emergence_of_conceptual_learning_a_case_study_in_a_geometry_class,Baruch B. Schwarz & Naomi Prusak & Osama Swidan & Adva Livny & Kobi Gal & Avi Segal,,Orchestrating the emergence of conceptual learning: a case study in a geometry class
ijCSCL_4_4_0,Gerry Stahl & Friedrich Hesse,editorial,Paradigms of shared knowledge
ijCSCL_8_2_1,Richard Alterman & Johann Ari Larusson,,Participation and common knowledge in a case study of student blogging
ijCSCL_7_4_4,Chia-Ching Lin & Chin-Chung Tsai,,Participatory learning through behavioral and cognitive engagements in an online collective information searching activity
ijCSCL_2_1_2,John M. Carroll & Umer Farooq,,Patterns as a paradigm for theory in community-based learning
2022_v17i2_10.1007_s11412-022-09369-7_Patterns_of_action_transitions_in_online_collaborative_problem_solving_A_network_analysis_,Shupin Li & Johanna Poysa-Tarhonen & Paivi Hakkinen,,Patterns of action transitions in online collaborative problem solving: A network analysis approach
ijCSCL_7_3_3,Eun Mee Lim,,Patterns of kindergarten children’s social interaction with peers in the computer area
ijCSCL_10_2_2,Jian-Wei Lin & Li-Jung Mai & Yung-Cheng Lai,,Peer interaction and social network analysis of online communities with the support of awareness of different contexts
ijCSCL_7_1_4,Maarit Arvaja,,Personal and shared experiences as resources for meaning making in a philosophy of science course
ijCSCL_6_1_6,Baruch B. Schwarz & Yaron Schur & Haim Pensso & Naama Tayer,,Perspective taking and synchronous argumentation for learning the day/night cycle
ijCSCL_9_2_1,Stefan Trausan-Matu & Mihai Dascalu,,PolyCAFe—automatic support for the polyphonic analysis of CSCL chats
ijCSCL_4_2_0,Gerry Stahl & Friedrich Hesse,editorial,Practice perspectives in CSCL
ijCSCL_9_2_4,Tanja Engelmann & Richard Kolodziej & Friedrich W. Hesse,,Preventing undesirable effects of mutual trust and the development of skepticism in virtual groups by applying the knowledge and information awareness approach
ijCSCL_4_1_2,Manu Kapur & Charles K. Kinzer,,Productive failure in CSCL groups
manifest:10.1007/s11412-023-09403-2,,,Promoting knowledge building through meta-discourse and epistemic discourse understanding
2023_v18i3_10.1007_s11412-023-09403-2_Promoting_knowledge_building_through_meta-discourse_and_epistemic_discourse_understanding,Yuyao Tong & Carol K. K. Chan,,Promoting knowledge building through meta‑discourse and epistemic discourse understanding
ijCSCL_5_2_5,Manoli Pifarre & Ruth Cobos,,Promoting metacognitive skills through peer scaffolding in a CSCL environment
2021_v16i1_10.1007_s11412-021-09340-y_Promoting_regulation_of_equal_participation_in_online_collaboration_by_combining_a_group_a,Sebastian Strauss & Nikol Rummel,,Promoting regulation of equal participation in online collaboration by combining a group awareness tool and adaptive prompts. But does it even matter?
2021_v16i3_10.1007_s11412-021-09349-3_Prompting_collaborative_and_exploratory_discourse_An_epistemic_network_analysis_study,Zarifa Zakaria & Jennifer Tsan & Anna Iwanski & Jessica Vandenberg & Collin Lynch & Kristy Elizabeth Boyer & Eric Wiebe,,Prompting collaborative and exploratory discourse: An epistemic network analysis study
2019_v14i1_10.1007_s11412-018-9293-y_Providing_different_types_of_group_awareness_information_to_guide_collaborative_learning,Lenka Schnaubert & Daniel Bodemer,,Providing different types of group awareness information to guide collaborative learning
ijCSCL_2_4_5,E. Michael Nussbaum & Denise L. Winsor & Yvette M. Aqui,,Putting the pieces together: Online argumentation vee diagrams enhance thinking during discussions
2016_v11i2_10.1007_s11412-016-9234-6_Quantitative_approach_to_collaborative_learning_performance_prediction_individual_assessment_and_group_composition,Ling Cen & Dymitr Ruta & Leigh Powell & Benjamin Hirsch & Jason Ng,,"Quantitative approach to collaborative learning: performance prediction, individual assessment, and group composition"
ijCSCL_1_1_5,Hugo Fuks & Mariano Pimentel,,R-U-Typing-2-Me? Evolving a chat tool to increase understanding in learning activities
ijCSCL_2_2_9,Michael Baker & Jerry Andriessen & Kristine Lund & Marie van Amelsvoort & Matthieu Quignard,,Rainbow: A framework for analysing computer-mediated pedagogical debates
ijCSCL_10_4_3,Mihai Dascalu & Stefan Trausan-Matu & Danielle S. McNamara & Philippe Dessus,,ReaderBench: Automated evaluation of collaboration based on cohesion and dialogism
ijCSCL_8_4_1,Bertrand Schneider & Roy Pea,,Real-time mutual gaze perception enhances collaborative learning and collaboration quality
2019_v14i3_10.1007_s11412-019-09310-5_Real-time_orchestrational_technologies_in_computer-supported_collaborative_learning_an_int,Camillia Matuk & Michael Tissenbaum,,Real-time orchestrational technologies in
manifest:10.1007/s11412-019-09310-5,,,Real-time orchestrational technologies in computer-supported collaborative learning: an introduction to the special issue
ijCSCL_8_1_4,Alan Zemel & Timothy Koschmann,,Recalibrating reference within a dual-space interaction environment
2023_v18i4_10.1007_s11412-023-09415-y_Reflecting_on_what_counts_as_collaboration_Reaching_forward_without_losing_what_is_behind,Sanna Jarvela & Carolyn P. Rose,editorial,Reflecting on what counts as collaboration: Reaching forward without losing what is behind
2019_v14i4_10.1007_s11412-019-09312-3_Reflections_and_looking_ahead_for_CSCL_digital_infrastructures_digital_tools_and_collabora,Sten Ludvigsen & Rolf Steier,editorial,"Reflections and looking ahead for CSCL: digital infrastructures, digital tools, and collaborative learning"
2016_v11i3_10.1007_s11412-016-9239-1_Reflective_assessment_in_knowledge_building_by_students_with_low_academic_achievement,Yuqin Yang & Jan van Aalst & Carol K. K. Chan & Wen Tian,,Reflective assessment in knowledge building by students with low academic achievement
2024_v19i2_10.1007_s11412-024-09421-8_Reflective_assessment_using_analytics_and_artifacts_for_scaffolding_knowledge_building_competencies_among_undergraduate_,Yuqin Yang & Carol K. K. Chan & Gaoxia Zhu & Yuyao Tong & Daner Sun,,Reflective assessment using analytics and artifacts for scaffolding knowledge building competencies among undergraduate students
2020_v15i2_10.1007_s11412-020-09323-5_Regulating_self-organized_collaborative_learning_the_importance_of_homogeneous_problem_perception_immediacy_and_intensit,Martin Greisel & Markus Dresel & Ingo Kollar & Nadine Melzner,,"Regulating self-organized collaborative learning: the importance of homogeneous problem perception, immediacy and intensity of strategy use"
ijCSCL_8_4_0,Gerry Stahl & Nancy Law & Friedrich Hesse,editorial,Reigniting CSCL flash themes
2022_v17i2_10.1007_s11412-022-09373-x_Relations_Matter__CSCL_Research_Informing_and_Developing_CL_Competencies,Sanna Jarvela & Carolyn P. Rose,editorial,Relations Matter – CSCL Research Informing and Developing CL Competencies
2018_v13i4_10.1007_s11412-018-9286-x_Rendering_controversial_socioscientific_issues_legible_through_digital_mapping_tools,Asa Makitalo & Thomas Hillman & Anne Solli,,Rendering controversial socioscientific issues legible through digital mapping tools
ijCSCL_5_3_5,Anne Gerdes,,Revealing preconditions for trustful collaboration in CSCL
manifest:10.1007/s11412-024-09429-0,,,"Revealing the interplay of cognitive, meta-cognitive, and social processes in university students’ collaborative problem solving: a three-stage analytical framework"
2025_v20i1_10.1007_s11412-024-09429-0_Revealing_the_interplay_of_cognitive_meta-cognitive_and_social_processes_in_university_students_collaborative_problem_so,Shuowen An & Si Zhang & Zhihui Cai & Wei Pan & Mingwei Li & Mingwen Tong,,"Revealing the interplay of cognitive, meta‑cognitive, and social processes in university students’ collaborative problem solving: a three‑stage analytical framework"
2016_v11i1_10.1007_s11412-015-9224-0_Role_taking_and_knowledge_building_in_a_blended_university_course,Donatella Cesareni & Stefano Cacciamani & Nobuko Fujita,,Role taking and knowledge building in a blended university course
ijCSCL_5_3_4,Christof Wecker & Karsten Stegmann & Florian Bernstein & Michael J. Huber & Georg Kalus & Ingo Kollar & Sabine Rathmayer & Frank Fischer,,S-COL: A Copernican turn for the development of flexibly reusable collaboration scripts
ijCSCL_6_3_4,Shiou-Wen Yeh & Jia-Jiunn Lo & Jeng-Jia Huang,,Scaffolding collaborative technical writing with procedural facilitation and synchronous discussion
ijCSCL_6_4_6,Inge Molenaar & Ming Ming Chiu & Peter Sleegers & Carla van Boxtel,,Scaffolding of small groups’ metacognitive activities with an avatar
ijCSCL_5_3_2,Jingyan Lu & Susanne P. Lajoie & Jeffrey Wiseman,,Scaffolding problem-based learning with CSCL tools
ijCSCL_7_2_6,Nikol Rummel & Dejana Mullins & Hans Spada,,Scripted collaborative learning with the cognitive tutor algebra
ijCSCL_5_2_3,Joerg M. Haake & Hans-Rudiger Pfister,,Scripting a distance-learning university course: Do students benefit from net-based scripted collaboration?
ijCSCL_2_2_5,Tammy Schellens & Hilde Van Keer & Bram De Wever & Martin Valcke,,Scripting by assigning roles: Does it improve knowledge construction in asynchronous discussion groups?
manifest:10.1007/s11412-021-09357-3,,,Self-efficacy and behavior patterns of learners using a real-time collaboration system developed for group programming
2021_v16i4_10.1007_s11412-021-09357-3_Self-efficacy_and_behavior_patterns_of_learners_using_a_real-time_collaboration_system_dev,Ting-Chia Hsu & Hal Abelson & Evan Patton & Shih-Chu Chen & Hsuan-Ning Chang,,Self‑efficacy and behavior patterns of learners using a real‑time collaboration system developed for group programming
2022_v17i3_10.1007_s11412-022-09375-9_Shared_meaning-making_in_online_intergroup_discussions_around_sensitive_topics,Tugce Aldemir & Marcela Borge & Jose Soto,,Shared meaning-making in online intergroup discussions around sensitive topics
ijCSCL_5_4_2,Meng Yew Tee,,Sharing and cultivating tacit knowledge in an online learning environment
ijCSCL_1_1_4,Jochen Rick & Mark Guzdial,,Situating CoWeb: a scholarship of application
ijCSCL_8_4_2,Esra Alagoz,,Social argumentation in online synchronous communication
2020_v15i4_10.1007_s11412-020-09331-5_Social_practices_in_teacher_knowledge_creation_and_innovation_adoption_a_large-scale_study,Luis P. Prieto & Tobias Ley & Ton de Jong & Maria Jesus Rodriguez-Triana & Denis Gillet,,Social practices in teacher knowledge creation and innovation adoption: a large-scale study in an online instructional design community for inquiry learning
ijCSCL_1_4_0,Gerry Stahl & Friedrich Hesse,editorial,Social practices of
2021_v16i2_10.1007_s11412-021-09344-8_Social_sensitivity_a_manifesto_for_CSCL_research,Jaana Isohatala & Piia Naykki & Sanna Jarvela & Michael J. Baker & Kristine Lund,,Social sensitivity: a manifesto for CSCL research
2016_v11i3_10.1007_s11412-016-9238-2_Socially_shared_regulation_of_learning_in_CSCL_understanding_and_prompting_individual-_and_group-level_shared_regulatory,Sanna Jarvela & Paul A. Kirschner & Allyson Hadwin & Hanna Jarvenoja & Jonna Malmberg & Mariel Miller & Jari Laru,,Socially shared regulation of learning in CSCL: understanding and prompting individual- and group-level shared regulatory activities
2019_v14i2_10.1007_s11412-019-09303-4_Socio-cognitive_openness_in_online_knowledge_building_discourse_does_openness_keep_convers,Frank P. C. M. de Jong & Jan van Aalst & Natascha de Hoog & Hennie van Heijst & Paul A. Kirschner,,Socio-cognitive openness in online knowledge building discourse: does openness keep conversations going?
manifest:10.1007/s11412-021-09354-6,,,Socio-technical configurations for productive talk
2021_v16i3_10.1007_s11412-021-09354-6_Socio-technical_configurations_for_productive_talk,Peter Reimann,editorial,Socio‑technical configurations for productive talk
ijCSCL_2_2_4,Lars Kobbe & Armin Weinberger & Pierre Dillenbourg & Andreas Harrer & Raija Hamalainen & Paivi Hakkinen & Frank Fischer,,Specifying computer-supported collaboration scripts
ijCSCL_8_1_3,Anniken Furberg & Anders Kluge & Sten Ludvigsen,,Student sensemaking with science diagrams in a computer-based setting
ijCSCL_6_3_1,Cliff Lampe & Donghee Yvette Wohn & Jessica Vitak & Nicole B. Ellison & Rick Wash,,Student use of Facebook for organizing collaborative classroom activities
ijCSCL_1_1_3,Eddy Y.C. Lee & Carol K.K. Chan & Jan van Aalst,,Students assessing their own collaborative knowledge building
ijCSCL_1_2_6,Eddy Y.C. Lee & Carol K.K. Chan & Jan van Aalst,,Students assessing their own collaborative knowledge building
2018_v13i4_10.1007_s11412-018-9290-1_Students_engagement_with_real-time_graphs_in_CSCL_settings_scrutinizing_the_role_of_teacher_support,Line Ingulfsen & Anniken Furberg & Torunn Aanesland Stromme,,Students’ engagement with real-time graphs in CSCL settings: scrutinizing the role of teacher support
2020_v15i4_10.1007_s11412-020-09337-z_Students_multimodal_knowledge_practices_in_a_makerspace_learning_environment,Anu Kajamaa & Kristiina Kumpulainen,,Students’ multimodal knowledge practices in a makerspace learning environment
2024_v19i4_10.1007_s11412-024-09436-1_Students_use_of_technological_tools_to_engage_in_collective_mathematical_proof_activity,Tenchita Alzaga Elizondo & David Brown,,Students’ use of technological tools to engage in collective mathematical proof activity
ijCSCL_1_3_4,Alejandra Martinez & Yannis Dimitriadis & Eduardo Gomez-Sanchez & Bartolome Rubia-Avi & Ivan Jorrin-Abellan & Jose A. Marcos,,Studying participation networks in collaboration using mixed methods
2023_v18i4_10.1007_s11412-023-09414-z_Studying_teacher_withitness_in_the_wild_comparing_a_mirroring_and_an_alerting_amp_guiding_,Reet Kasepalu & Pankaj Chejara & Luis P. Prieto & Tobias Ley,,Studying teacher withitness in the wild: comparing a mirroring and an alerting & guiding dashboard for collaborative learning
manifest:10.1007/s11412-023-09414-z,,,Studying teacher withitness in the wild: comparing a mirroring and an alerting &amp; guiding dashboard for collaborative learning
2022_v17i1_10.1007_s11412-022-09366-w_Supporting_childrens_place-based_observations_and_explanations_using_collaboration_scripts_while_learning-on-the-move_ou,Heather Toomey Zimmerman & Susan M. Land,,Supporting children’s place-based observations and explanations using collaboration scripts while learning-on- the-move outdoors
manifest:10.1007/s11412-022-09366-w,,,Supporting children’s place-based observations and explanations using collaboration scripts while learning-on-the-move outdoors
2019_v14i3_10.1007_s11412-019-09306-1_Supporting_classroom_orchestration_with_real-time_feedback_A_role_for_teacher_dashboards_and_real-time_agents,Mike Tissenbaum & Jim Slotta,,Supporting classroom orchestration with real-time feedback: A role for teacher dashboards and real-time agents
ijCSCL_2_2_2,Nilufar Baghaei & Antonija Mitrovic & Warwick Irwin,,Supporting collaborative learning and problem-solving in a constraint-based CSCL environment for UML class diagrams
ijCSCL_3_2_2,Juergen Buder & Daniel Bodemer,,Supporting controversial CSCL discussions with augmented group awareness tools
manifest:10.1007/s11412-022-09378-6,,,Supporting perspective taking across chasms of thinking: Do real-time analytics hold the key?
2022_v17i3_10.1007_s11412-022-09378-6_Supporting_perspective_taking_across_chasms_of_thinking_Do_real-time_analytics_hold_the_ke,Carolyn Rose & Sanna Jarvela,editorial,Supporting perspective taking across chasms of thinking: Do real‑time analytics hold the key?
ijCSCL_3_3_5,Diler Oner,,Supporting students’ participation in authentic proof activities in computer supported collaborative learning (CSCL) environments
ijCSCL_1_2_5,Jacques Lonchamp,,"Supporting synchronous collaborative learning: A generic, multi-dimensional model"
manifest:10.1007/s11412-023-09416-x,,,Taking a stance in the process of learning: Developing perspectival understandings through knowledge co-construction during synchronous computer-mediated classroom discussion
2024_v19i1_10.1007_s11412-023-09416-x_Taking_a_stance_in_the_process_of_learning_Developing_perspectival_understandings_through_knowledge_co-construction_duri,Hannah Park & Diane L. Schallert & Kyle M. Williams & Rachel E. Gaines & Jeonghyun Lee & van de Sande,,Taking a stance in the process of learning: Developing perspectival understandings through knowledge co‑construction during synchronous computer‑mediated classroom discussion
2026_v21i1_10.1007_s11412-025-09461-8_Talk_to_the_machine_Unleashing_the_potential_of_AI_to_scale_dialogic_education_and_reduce_,Yifat Ben-David Kolikant & Omri Hadar & Asaf Salman,,Talk to the machine: Unleashing the potential of AI to scale dialogic education and reduce polarization
2020_v15i2_10.1007_s11412-020-09321-7_Talking_about_group_but_not_individual_process_aids_group_performance,Noel Capon & Hueiyi Lai & Deanna Kuhn,,Talking about group (but not individual) process aids group performance
2016_v11i1_10.1007_s11412-016-9229-3_Teacher_support_in_computer-supported_lab_work_bridging_the_gap_between_lab_experiments_an,Anniken Furberg,,Teacher support in computer-supported lab work: bridging the gap between lab experiments and students’ conceptual understanding
ijCSCL_1_3_1,Daniel D. Suthers,,Technology affordances for intersubjective meaning making: A research agenda for CSCL
ijCSCL_6_1_2,Manu Kapur,,Temporality matters: Advancing a method for analyzing problem-solving processes in a computer-supported collaborative environment
ijCSCL_7_2_5,Jin Mu & Karsten Stegmann & Elijah Mayfield & Carolyn Rose & Frank Fischer,,The ACODEA framework: Developing segmentation and classification schemes for fully automatic analysis of online discussions
ijCSCL_1_3_2,J. van der Pol & W. Admiraal & P.R.J. Simons,,The affordance of anchored discussion for the collaborative processing of academic texts
ijCSCL_5_4_4,Maria Beatrice Ligorio & Giuseppe Ritella,,The collaborative construction of chronotopes during computer-supported collaborative professional tasks
2025_v20i4_10.1007_s11412-025-09450-x_The_CoMPAS_Framework_for_Modeling_Individual_Participation_in_Collaborative_Learning_Proce,Shihui Feng & Ziyi Wei,,The CoMPAS Framework for Modeling Individual Participation in Collaborative Learning Processes: a Systematic Review
ijCSCL_10_2_0,Ulrike Cress & Gerry Stahl & Sten Ludvigsen & classroom orchestration. The,editorial,"The core features of CSCL: Social situation, collaborative knowledge processes and their design"
ijCSCL_1_1_1,Andrea Kienle & Martin Wessner,,"The CSCL community in its ﬁrst decade: development, continuity, connectivity"
ijCSCL_5_1_0,Gerry Stahl,editorial,The CSCL field matures
ijCSCL_9_1_1,Sue Timmis,,The dialectical potential of Cultural Historical Activity Theory for researching sustainable CSCL practices
ijCSCL_3_3_4,Judith Schoonenboom,,The effect of a script and a structured interface in grounding discussions
manifest:10.1007/s11412-021-09350-w,,,The impact of a gamified mobile question-asking app on museum visitor group interactions: an ICAP framing
2021_v16i3_10.1007_s11412-021-09350-w_The_impact_of_a_gamified_mobile_question-asking_app_on_museum_visitor_group_interactions_an_ICAP_framing,Jesse Ha & Luis E. Perez Cortes & Man Su & Brian C. Nelson & Catherine Bowman & Judd D. Bowman,,The impact of a gamified mobile question‑asking app on museum visitor group interactions: an ICAP framing
ijCSCL_10_2_1,Martin Rehm & Wim Gijselaers & Mien Segers,,The impact of hierarchical positions on communities of learning
ijCSCL_6_3_7,Francesca Pozzi,,The impact of scripted roles on online collaborative learning processes
manifest:10.1007/s11412-022-09381-x,,,The impact of scripts on blended and online socially shared regulation of learning: A role-playing game theory perspective
2022_v17i4_10.1007_s11412-022-09381-x_The_impact_of_scripts_on_blended_and_online_socially_shared_regulation_of_learning_A_role-playing_game_theory_perspectiv,Clyde A. Warden & Chi-Cheng Chang & James O. Stanworth & Judy F. Chen,,The impact of scripts on blended and online socially shared regulation of learning: A role‑playing game theory perspective
