year,volume,issue,article_number,editorial,authors,title
2012,7,1,2,,Ulrika Bennerstedt & Jonas Ivarsson & Jonas Linderoth,How gamers manage aggression: Situating skills in collaborative computer games
2012,7,1,3,,Kenneth Silseth,The multivoicedness of game play: Exploring the unfolding of a student’s learning trajectory in a gaming context at school
2012,7,1,4,,Maarit Arvaja,Personal and shared experiences as resources for meaning making in a philosophy of science course
2012,7,1,5,,Sarah Pollack & Yifat Ben-David Kolikant,Collaboration amidst disagreement and moral judgment: The dynamics of Jewish and Arab students’ collaborative inquiry of their joint past
2012,7,1,6,,Yangjie Song & Chee-Kit Looi,"Linking teacher beliefs, practices and student inquiry-based learning in a CSCL environment: A tale of two teachers"
2012,7,1,7,,Javier Onrubia & Anna Engel,The role of teacher assistance on the effects of a macro-script in collaborative writing tasks
2012,7,2,0,editorial,Gerry Stahl,Cognizing mediating: Unpacking the entanglement of artifacts with collective minds
2012,7,2,1,,Maarten Overdijk & Wouter van Diggelen & Paul A. Kirschner & Michael Baker,Connecting agents and artifacts in CSCL: Towards a rationale of mutual shaping
2012,7,2,2,,Jacques Lonchamp,An instrumental perspective on CSCL systems
2012,7,2,3,,Giuseppe Ritella & Kai Hakkarainen,Instrumental genesis in technology-mediated learning: From double stimulation to expansive knowledge practices
2012,7,2,4,,Carmen Zahn & Karsten Krauskopf & Friedrich W. Hesse & Roy Pea,How to improve collaborative learning with video tools in the classroom? Social vs. cognitive guidance for student teams
2012,7,2,5,,Jin Mu & Karsten Stegmann & Elijah Mayfield & Carolyn Rosé & Frank Fischer,The ACODEA framework: Developing segmentation and classification schemes for fully automatic analysis of online discussions
2012,7,2,6,,Nikol Rummel & Dejana Mullins & Hans Spada,Scripted collaborative learning with the cognitive tutor algebra
2012,7,3,0,editorial,Gerry Stahl & Nancy Law & Friedrich Hesse,An international research community
2012,7,3,1,,Noel Enyedy & Joshua A. Danish & Girlie Delacruz & Melissa Kumar,Learning physics through play in an augmented reality environment
2012,7,3,2,,Kim MacKinnon,Context matters: The value of analyzing human factors within educational contexts as a way of informing technology-related decisions within design research
2012,7,3,3,,Eun Mee Lim,Patterns of kindergarten children’s social interaction with peers in the computer area
2012,7,3,4,,Mingzhu Qiu & Jim Hewitt & Clare Brett,"Online class size, note reading, note writing and collaborative discourse"
2012,7,3,5,,Mar Pérez-Sanagustín & Patricia Santos & Davinia Hernández-Leo & Josep Blat,4SPPIces: A case study of factors in a scripted collaborative-learning blended course across spatial locations
2012,7,4,0,editorial,Gerry Stahl,Traversing planes of learning
2012,7,4,1,,Jacques Lonchamp,Computational analysis and mapping of ijCSCL content
2012,7,4,2,,Markus Nivala & Hans Rystedt & Roger Säljö & Pauliina Kronqvist & Erno Lehtinen,Interactive visual tools as triggers of collaborative reasoning in entry-level pathology
2012,7,4,3,,Susan A. Yoon & Karen Elinich & Joyce Wang & Christopher Steinmeier & Sean Tucker,Using augmented reality and knowledge-building scaffolds to improve learning in a science museum
2012,7,4,4,,Chia-Ching Lin & Chin-Chung Tsai,Participatory learning through behavioral and cognitive engagements in an online collective information searching activity
2012,7,4,5,,Péricles Sobreira & Pierre Tchounikine,A model for flexibly editing CSCL scripts
2013,8,1,0,,Diler Oner,Analyzing group coordination when solving geometry problems with dynamic geometry software
2013,8,1,1,editorial,Gerry Stahl,Learning across levels
2013,8,1,2,,Magnus Hontvedt & Hans Christian Arnseth,On the bridge to learn: Analysing the social organization of nautical instruction in a ship simulator
2013,8,1,3,,Anniken Furberg & Anders Kluge & Sten Ludvigsen,Student sensemaking with science diagrams in a computer-based setting
2013,8,1,4,,Alan Zemel & Timothy Koschmann,Recalibrating reference within a dual-space interaction environment
2013,8,1,5,,Evren Eryilmaz & Jakko van der Pol & Terry Ryan & Philip Martin Clark & Justin Mary,Enhancing student knowledge acquisition from online learning conversations
2013,8,2,0,editorial,Gerry Stahl,Transactive discourse in CSCL
2013,8,2,1,,Richard Alterman · Johann Ari Larusson,
2013,8,2,2,,Omid Noroozi & Stephanie D. Teasley & Harm J. A. Biemans & Armin Weinberger & Martin Mulder,Facilitating learning in multidisciplinary groups with transactive CSCL scripts
2013,8,2,3,,Florencia Gómez & Miguel Nussbaum & Juan F. Weitz & Ximena Lopez & Javiera Mena & Alex Torres,Co-located single display collaborative learning for early childhood education
2013,8,2,4,,Gahgene Gweon & Mahaveer Jain & John McDonough & Bhiksha Raj & Carolyn P. Rosé,Measuring prevalence of other-oriented transactive contributions using an automated measure of speech style accommodation
2013,8,3,0,editorial,Gerry Stahl & Nancy Law & Friedrich Hesse,Collaborative Learning at CSCL 2013
2013,8,3,1,,Raija Hämäläinen & Bram De Wever,Vocational education approach: New TEL settings—new prospects for teachers’ instructional activities?
2013,8,3,2,,Annika Lantz-Andersson & Sylvi Vigmo & Rhonwen Bowen,Crossing boundaries in Facebook: Students’ framing of language learning activities as extended spaces
2013,8,3,3,,Meng Yew Tee & Shuh Shing Lee,Advancing understanding using Nonaka’s model of knowledge creation and problem-based learning
2013,8,3,4,,Armin Weinberger & Miika Marttunen & Leena Laurinen & Karsten Stegmann,Inducing socio-cognitive conflict in Finnish and German groups of online learners by CSCL script
2013,8,3,5,,M. Beatrice Ligorio & Fedela Feldia Loperfido & Nadia Sansone,Dialogical positions as a method of understanding identity trajectories in a collaborative blended university course
2013,8,4,0,editorial,Gerry Stahl & Nancy Law & Friedrich Hesse,Reigniting CSCL flash themes
2013,8,4,1,,Bertrand Schneider & Roy Pea,Real-time mutual gaze perception enhances collaborative learning and collaboration quality
2013,8,4,2,,Esra Alagoz,Social argumentation in online synchronous communication
2013,8,4,3,,Hannie Gijlers & Armin Weinberger & Alieke Mattia van Dijk & Lars Bollen & Wouter van Joolingen,Collaborative drawing on a shared digital canvas in elementary science education: The effects of script and task awareness support
2013,8,4,4,,Roberto Martinez-Maldonado & Yannis Dimitriadis & Alejandra Martinez-Monés & Judy Kay & Kalina Yacef,Capturing and analyzing verbal and physical collaborative learning interactions at an enriched interactive tabletop
2014,9,1,0,editorial,Gerry Stahl & Ulrike Cress & Nancy Law & Sten Ludvigsen,Analyzing the multidimensional construction of knowledge in diverse contexts
2014,9,1,1,,Sue Timmis,The dialectical potential of Cultural Historical Activity Theory for researching sustainable CSCL practices
2014,9,1,3,,Katerine Bielaczyc & John Ow,Multi-player epistemic games: Guiding the enactment of classroom knowledge-building communities
2014,9,1,4,,Iassen Halatchliyski & Johannes Moskaliuk & Joachim Kimmerle & Ulrike Cress,Explaining authors’ contribution to pivotal artifacts during mass collaboration in the Wikipedia’s knowledge base
2014,9,2,0,editorial,Gerry Stahl & Ulrike Cress & Sten Ludvigsen & Nancy Law,Dialogic foundations of CSCL
2014,9,2,1,,Stefan Trausan-Matu & Mihai Dascalu & Traian Rebedea,PolyCAFe—automatic support for the polyphonic analysis of CSCL chats
2014,9,2,2,,Benzi Slakmon & Baruch B. Schwarz,Disengaged students and dialogic learning: the role of CSCL affordances
2014,9,2,3,,Alyssa Friend Wise & Simone Nicole Hausknecht & Yuting Zhao,Attending to others’ posts in asynchronous discussions: Learners’ online “listening” and its relationship to speaking
2014,9,2,4,,Tanja Engelmann & Richard Kolodziej & Friedrich W. Hesse,Preventing undesirable effects of mutual trust and the development of skepticism in virtual groups by applying the knowledge and information awareness approach
2014,9,3,0,editorial,Gerry Stahl & Sten Ludvigsen & Nancy Law & Ulrike Cress,CSCL artifacts
2014,9,3,1,,Crina Damsa,The multi-layered nature of small-group learning: Productive interactions in object-oriented collaboration Crina I. Damşa
2014,9,3,2,,Maarten Overdijk & Wouter van Diggelen & Jerry Andriessen & Paul A. Kirschner,How to bring a technical artifact into use: A micro-developmental perspective
2014,9,3,3,,Heisawn Jeong & Cindy E. Hmelo-Silver & Yawen Yu,An examination of CSCL methodological practices and the influence of theoretical frameworks 2005–2009
2014,9,3,4,,Kai-Yu Tang & Chin-Chung Tsai & Tzu-Chiang Lin,Contemporary intellectual structure of CSCL research (2006–2013): a co-citation network analysis with an education focus
2014,9,4,0,editorial,Gerry Stahl & Nancy Law & Ulrike Cress & Sten Ludvigsen,Analyzing roles of individuals in small-group collaboration processes
2014,9,4,1,,Bertrand Schneider & Roy Pea,Toward collaboration sensing
2014,9,4,2,,Emma M. Mercier & Steven E. Higgins & Laura da Costa,Different leaders: Emergent organizational and intellectual leadership in children’s collaborative learning groups
2014,9,4,3,,H. Smith Risser & SueAnn Bottoms,“Newbies” and “Celebrities”: Detecting social roles in an online network of teachers via participation patterns
2014,9,4,4,,Michelle E. Jordan & An-Chih Janne Cheng & Diane Schallert & Kwangok Song & SoonAh Lee & Yangjoo Park,“I guess my question is”: What is the co-occurrence of uncertainty and learning in computer-mediated discourse?
2015,10,1,0,editorial,Sten Ludvigsen & Gerry Stahl & Nancy Law & Ulrike Cress,From the editors: Collaboration and the formation of new knowledge artifacts
2015,10,1,1,,Noel Enyedy & Joshua A. Danish & David DeLiema,Constructing liminal blends in a collaborative augmented-reality learning environment
2015,10,1,2,,Andrea Forte,The new information literate: Open collaboration and information production in schools
2015,10,1,3,,Pryce Davis & Michael Horn & Florian Block & Brenda Phillips & E. Margaret Evans & Judy Diamond & Chia Shen,BWhoa! We’re going deep in the trees!^: Patterns of collaboration around an interactive information visualization exhibit
2015,10,1,4,,Yun Wen & Chee-Kit Looi & Wenli Chen,Appropriation of a representational tool in a second-language classroom
2015,10,2,0,editorial,Gerry Stahl & Friedrich Hesse,"The core features of CSCL: Social situation, collaborative knowledge processes and their design"
2015,10,2,1,,Martin Rehm & Wim Gijselaers & Mien Segers,The impact of hierarchical positions on communities of learning
2015,10,2,2,,Jian-Wei Lin1 & Li-Jung Mai2 & Yung-Cheng Lai1,Peer interaction and social network analysis of online communities with the support of awareness of different contexts
2015,10,2,3,,Tuya Siqin & Jan van Aalst & Samuel Kai Wah Chu,Fixed group and opportunistic collaboration in a CSCL environment
2015,10,2,4,,Sebastien Cuendet & Jessica Dehler-Zufferey & Giulia Ortoleva & Pierre Dillenbourg,An integrated way of using a tangible user interface in a classroom
2015,10,3,0,editorial,Gerry Stahl,Conceptualizing the intersubjective group
2015,10,3,1,,Michael Hammond,A Habermasian perspective on joint meaning making online: What does it offer and what are the difficulties?
2015,10,3,2,,Baruch B. Schwarz1 & Reuma de Groot1 & Manolis Mavrikis2 & Toby Dragon3,Learning to learn together with CSCL tools
2015,10,3,3,,Suparna Sinha1 & Toni Kempler Rogat2 & Karlyn R. Adams-Wiggins1 & Cindy E. Hmelo-Silver3,Collaborative group engagement in a computer-supported inquiry learning environment
2015,10,3,4,,Monica Resendes1 & Marlene Scardamalia1 & Carl Bereiter1 & Bodong Chen2 & Cindy Halewood3,Group-level formative feedback and metadiscourse
2015,10,4,0,editorial,Gerry Stahl,A decade of CSCL
2015,10,4,1,,Bodong Chen1 & Marlene Scardamalia2 & Carl Bereiter2,Advancing knowledge‐building discourse through judgments of promising ideas
2015,10,4,2,,Owen M. Harney1 & Michael J. Hogan1 & Benjamin Broome2 & Tony Hall1 & Cormac Ryan1,"Investigating the effects of prompts on argumentation style, consensus and perceived efficacy in collaborative learning"
2015,10,4,3,,Mihai Dascalu1 & Stefan Trausan-Matu1 & Danielle S. McNamara2 & Philippe Dessus3,ReaderBench: Automated evaluation of collaboration based on cohesion and dialogism
2015,10,4,4,,Matthew Berland1 & Don Davis2 & Carmen Petrick Smith3,AMOEBA: Designing for collaboration in computer science classrooms through live learning analytics
2016,11,1,1,,Gerry Stahl,CSCL towards the future: The second decade of ijCSCL
2016,11,1,5,,Anniken Furberg,Teacher support in computer-supported lab work: bridging the gap between lab experiments and students’ conceptual understanding
2016,11,2,1,,Sten Ludvigsen,"CSCL: connecting the social, emotional and cognitive dimensions"
2016,11,3,1,,Sten Ludvigsen & Ulrike Cress & Nancy Law & Carolyn P. Rosé & Gerry Stahl,Future-looking conversations in CSCL
2016,11,3,3,,Yuqin Yang & Jan van Aalst & Carol K. K. Chan & Wen Tian,Reflective assessment in knowledge building by students with low academic achievement
2016,11,4,1,,Sten Ludvigsen & Ulrike Cress & Nancy Law & Carolyn P. Rosé & Gerry Stahl,Collaboration scripts and scaffolding
2016,11,4,4,,Jan van Aalst & Carol K. K. Chan Ella L. F. Fu,Toward a classification of discourse patterns in asynchronous online discussions
2017,12,1,1,,Nancy Law & Sten Ludvigsen & Ulrike Cress & Carolyn P. Rose,Fostering targeted group practices as a Core focus for CSCL task and technology design
2017,12,1,5,,Oskar Lindwall & Hans Rystedt Elin Johansson,"Experiences, appearances, and interprofessional training: The instructional use of video in post-simulation debriefings"
2017,12,2,1,,Sten Ludvigsen & Nancy Law & Carolyn P. Rose & Gerry Stahl,"Frameworks for mass collaboration, adaptable scripts, complex systems theory, and collaborative writing"
2017,12,3,1,,Carolyn P. Rosé & Sten Ludvigsen & Nancy Law & Ulrike Cress & Gerry Stahl,Divisive or facilitative: The two faces of technology in CSCL
2017,12,4,1,,Sten Ludvigsen & Ulrike Cress & Nancy Law & Gerry Stahl & Carolyn P. Rosé,Future direction for the CSCL field: Methodologies and eight controversies
2018,13,1,1,,Sten Ludvigsen & Ulrike Cress & Nancy Law & Gerry Stahl & Carolyn P. Rosé,Multiple forms of regulation and coordination across levels in educational settings
2018,13,2,1,,Nancy Law & Carolyn P. Rose & Ulrike Cress & Sten Ludvigsen,"Different technologies, methodologies and epistemologies—is CSCL a community or communities?"
2018,13,2,5,,Paul A. Kirschner & John Sweller & Femke Kirschner & Jimmy Zambrano R,From Cognitive Load Theory to Collaborative Cognitive Load Theory
2018,13,3,1,,U. Cress & G. Stahl & C. Rose & N. Law & S. Ludvigsen,"Forming social systems by coupling minds at different levels of cognition: Design, tools, and research methods"
2018,13,4,1,,Sten Ludvigsen & Ulrike Cress & Carolyn P. Rosé & Nancy Law & Gerry Stahl,Developing understanding beyond the given knowledge and new methodologies for analyses in CSCL
2018,13,4,3,,Åsa Mäkitalo & Thomas Hillman Anne Solli,Rendering controversial socioscientific issues legible through digital mapping tools
2018,13,4,5,,Peter Holtz & Joachim Kimmerle & Ulrike Cress,Using big data techniques for measuring productive friction in mass collaboration online environments
2019,14,1,1,,Carolyn P. Rosé & Nancy Law & Ulrike Cress & Sten Ludvigsen,Highlighting tools and technologies for collaborative learning
2019,14,1,3,,Judith ter Vrugte & Anjo Anjewierden & Lars Bollen & Elise H. Eshuis Jakob Sikken & Ton de Jong,Improving the quality of vocational students’ collaboration and knowledge acquisition through instruction and joint reflection
2019,14,2,1,,U. Cress & C. P. Rosé & N. Law & S. Ludvigsen,Investigating the complexity of
2019,14,2,3,,Frank P. C. M. de Jong & Jan van Aalst & Natascha de Hoog & Hennie van Heijst Paul A. Kirschner,Socio-cognitive openness in online knowledge building discourse: does openness keep conversations going?
2019,14,3,1,,Camillia Matuk & Michael Tissenbaum,Real-time orchestrational technologies in
2019,14,3,2,,Anouschka van Leeuwen & Nikol Rummel & Tamara van Gog,What information should CSCL teacher dashboards provide to help teachers interpret CSCL situations?
2019,14,3,7,,Roberto Martinez-Maldonado,Correction to: A handheld classroom dashboard: teachers’ perspectives on the use of real-time collaborative learning analytics
2019,14,4,1,,Sten Ludvigsen & Rolf Steier After four years as Editor-in-Chief,"Reflections and looking ahead for CSCL: digital infrastructures, digital tools, and collaborative learning"
2019,14,4,2,,Hanna Järvenoja,Capturing the dynamic and cyclical nature of regulation: Methodological Progress in understanding socially shared regulation in learning
2019,14,4,4,,Eetu Haataja & Tapio Seppänen & Sanna Järvelä Jonna Malmberg The coordination of cognitive,"Are we together or not? The temporal interplay of monitoring, physiological arousal and physiological synchrony during a collaborative exam"
2020,15,1,1,,Carolyn Rosé & Sanna Järvelä & Sten Ludvigsen,Experiencing CSCL: from motivation to the embodied experience and beyond
2020,15,1,2,,Anika Radkowitsch & Freydis Vogel & Frank Fischer,"Good for learning, bad for motivation? A meta-analysis on the effects of computer-supported collaboration scripts"
2020,15,2,1,,Sanna Järvelä & Carolyn P. Rosé,Advocating for group interaction in the age of COVID-19
2020,15,2,5,,"Mohammed Saqr, et al. [full author details at the end of the article] The increasing use of digital learning tools and platforms in formal and informal",Capturing the participation and social dimensions of
2020,15,3,1,,Carolyn P. Rosé & Sanna Järvelä,Building community together: towards equitable CSCL practices and processes
2020,15,3,4,,Pirita Seitamaa-Hakkarainen & Kai Hakkarainen Sini Riikonen,Bringing maker practices to school: tracing discursive and materially mediated aspects of student teams’ collaborative making processes
2020,15,4,1,,Ulrike Cress1 It has been a year of transition and challenge for the journal and we are excited to bring you the,The richness of CSCL environments
2020,15,4,3,,Anu Kajamaa & Kristiina Kumpulainen,Students’ multimodal knowledge practices in a makerspace learning environment
2020,15,4,4,,Luis P. Prieto & Tobias Ley & Ton de Jong & María Jesús Rodríguez-Triana Denis Gillet,Social practices in teacher knowledge creation and innovation adoption: a large-scale study in an online instructional design community for inquiry learning
2020,15,4,5,,Yugo Hayashi,Gaze awareness and metacognitive suggestions by a pedagogical conversational agent: an experimental investigation on interventions to support collaborative learning process and performance
2021,16,1,1,,Nancy Law & Sanna Järvelä & Carolyn Rosé,Exploring multilayered collaboration designs
2021,16,1,4,,Sebastian Strauß & Nikol Rummel,Promoting regulation of equal participation in online collaboration by combining a group awareness tool and adaptive prompts. But does it even matter?
2021,16,2,1,,Sanna Järvelä & Carolyn Rosé,Forms of collaboration matters: CSCL across the contexts
2021,16,2,2,,Julia Eberle & Karsten Stegmann & Alain Barrat & Frank Fischer & Kristine Lund,Initiating scientific collaborations across career levels and disciplines – a network analysis on behavioral data
2021,16,2,4,,Lisa Ollesch & Sven Heimbuch & Daniel Bodemer,Improving learning and writing outcomes: Influence of cognitive and behavioral group awareness tools in wikis
2021,16,2,5,,Tarja Pietarinen & Tuire Palonen & Marja Vauras,Guidance in computer‑supported collaborative inquiry learning: Capturing aspects of affect and teacher support in science classrooms
2021,16,3,1,,Peter Reimann,Socio‑technical configurations for productive talk
2021,16,3,2,,Ishari Amarasinghe & Davinia Hernández‑Leo & H. Ulrich Hoppe,Deconstructing orchestration load: comparing teacher support through mirroring and guiding
2021,16,4,1,,Carolyn Rosé & Sanna Järvelä,"A theory‑driven reflection on context‑aware support for collaborative discussions in light of analytics, affordances, and platforms"
2021,16,4,2,,Mohammed Saqr & Sonsoles López-Pernas,Modelling diffusion in
2021,16,4,3,,Jauwairia Nasir & Aditi Kothiyal & Barbara Bruno,Many are the ways to learn identifying multi-modal behavioral profiles of collaborative learning in constructivist activities
2021,16,4,5,,Ting‑Chia Hsu & Hal Abelson & Evan Patton & Shih‑Chu Chen & Hsuan‑Ning Chang,Self‑efficacy and behavior patterns of learners using a real‑time collaboration system developed for group programming
2022,17,1,1,,Lenka Schnaubert & Freydis Vogel,"Integrating collaboration scripts, group awareness, and self‑regulation in computer‑supported collaborative learning"
2022,17,1,2,,Lenka Schnaubert & Daniel Bodemer,Group awareness and regulation in
2022,17,1,3,,Freydis Vogel & Ingo Kollar & Frank Fischer & Kristina Reiss & Stefan Ufer,Adaptable scaffolding of mathematical argumentation skills: The role of self‑regulation when scaffolded with CSCL scripts and heuristic worked examples
2022,17,1,4,,Jolique Kielstra & Inge Molenaar & Roel van Steensel & Ludo Verhoeven,‘Supporting socially shared regulation during collaborative task‑oriented reading’
2022,17,1,7,,Charles Crook,CSsCL: the performance of collaborative learning
2022,17,2,1,,Sanna Järvelä & Carolyn P. Rosé,Relations Matter – CSCL Research Informing and Developing CL Competencies
2022,17,2,2,,Shupin Li & Johanna Pöysä-Tarhonen & Päivi Häkkinen,Patterns of action transitions in online collaborative problem solving: A network analysis approach
2022,17,2,4,,Yuqin Yang & Gaoxia Zhu & Daner Sun & Carol K. K. Chan,Collaborative analytics-supported reflective Assessment for Scaffolding Pre-service Teachers’ collaborative Inquiry and Knowledge Building
2022,17,3,1,,Carolyn Rosé & Sanna Järvelä,Supporting perspective taking across chasms of thinking: Do real‑time analytics hold the key?
2022,17,4,1,,Sanna Järvelä & Carolyn P. Rose,Novel CSCL design processes prompted by exploration of role‑playing and emotions
